line,section_name,section_artist,song_name,artist_name,song_id
"In the kitchen, one more chair than you need, oh",Verse 2 ,Linkin Park,One More Light,Linkin Park,2990388
"And you're angry, and you should be, it's not fair",Verse 2 ,Linkin Park,One More Light,Linkin Park,2990388
"Just 'cause you can't see it, doesn't mean it, isn't there",Verse 2 ,Linkin Park,One More Light,Linkin Park,2990388
If they say,Chorus,Linkin Park,One More Light,Linkin Park,2990388
Who cares if one more light goes out?,Chorus,Linkin Park,One More Light,Linkin Park,2990388
In the sky of a million stars,Chorus,Linkin Park,One More Light,Linkin Park,2990388
"It flickers, flickers",Chorus,Linkin Park,One More Light,Linkin Park,2990388
Who cares when someone's time runs out?,Chorus,Linkin Park,One More Light,Linkin Park,2990388
If a moment is all we are,Chorus,Linkin Park,One More Light,Linkin Park,2990388
"Or quicker, quicker",Chorus,Linkin Park,One More Light,Linkin Park,2990388
Who cares if one more light goes out?,Chorus,Linkin Park,One More Light,Linkin Park,2990388
Well I do,Chorus,Linkin Park,One More Light,Linkin Park,2990388
(I do),Instrumental + Bridge,Linkin Park,One More Light,Linkin Park,2990388
Who cares if one more light goes out?,Chorus/Outro,Linkin Park,One More Light,Linkin Park,2990388
In the sky of a million stars,Chorus/Outro,Linkin Park,One More Light,Linkin Park,2990388
"It flickers, flickers",Chorus/Outro,Linkin Park,One More Light,Linkin Park,2990388
Who cares when someone's time runs out?,Chorus/Outro,Linkin Park,One More Light,Linkin Park,2990388
If a moment is all we are,Chorus/Outro,Linkin Park,One More Light,Linkin Park,2990388
"Or quicker, quicker",Chorus/Outro,Linkin Park,One More Light,Linkin Park,2990388
Who cares if one more light goes out?,Chorus/Outro,Linkin Park,One More Light,Linkin Park,2990388
Well I do,Chorus/Outro,Linkin Park,One More Light,Linkin Park,2990388
Well I do,Chorus/Outro,Linkin Park,One More Light,Linkin Park,2990388
If I had only 24 hours to live,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I do,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I do,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
If I had only 24 hours to breathe,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I say,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I say,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
It’s easy to lose track,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
It’s tempting to look back,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
Fill our hearts with regret,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
For all we couldn’t do,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
For all we should have done,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
But didn’t take the time to,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
Well it’s not too late,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
We’ve still got today,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
If I had only 24 hours to live,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I do,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I do,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
If I had only 24 hours to breathe,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I say,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I say,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
"I’d give my love without holding back, holding back",If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
I’d give my heart without keeping track of who would repay,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
"This precious time, melting, oh, melting away",If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
I’m sick of all my pride,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
I’m sick of trying to hide,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
Denying what I know is true,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
These un-opened gifts,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
Will cease to exist,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
If I return them all un-used,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
Well it’s not too late,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
I’ve still got today,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
If I had only 24 hours to live,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I do,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I do,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
If I had only 24 hours to breathe,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I say,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
What would I say,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
I would take back every single harsh word that I said,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
"I’d spend my time to hear your sweet, sweet, laughter again",If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
I’d never leave your side with 24 hours to live,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
"Oh, oh…",If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
"I’d hold you tight, and never stop kissing your face",If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
I’d write love letters and frame them up so time couldn’t erase,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
I’d hope my love would see you through every step of the way,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
"Oh, oh…",If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
Every step of the way,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
"Oh, oh…",If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
Every step of the way,If I had only 24 hours to live,Corrinne May,24 Hours,Corrinne May,4775604
"When I first saw you, I saw love",Intro,Shania Twain,You’re Still the One,Shania Twain,355783
"And the first time you touched me, I felt love",Intro,Shania Twain,You’re Still the One,Shania Twain,355783
And after all this time,Intro,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I love,Intro,Shania Twain,You’re Still the One,Shania Twain,355783
"Mmm, yeah",Intro,Shania Twain,You’re Still the One,Shania Twain,355783
Looks like we made it,Verse 1,Shania Twain,You’re Still the One,Shania Twain,355783
Look how far we've come my baby,Verse 1,Shania Twain,You’re Still the One,Shania Twain,355783
We mighta took the long way,Verse 1,Shania Twain,You’re Still the One,Shania Twain,355783
We knew we'd get there someday,Verse 1,Shania Twain,You’re Still the One,Shania Twain,355783
"They said, “I bet they'll never make it”",Pre-Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
But just look at us holding on,Pre-Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
"We're still together, still going strong",Pre-Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
(You're still the one),Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I run to,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
The one that I belong to,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I want for life,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
(You're still the one),Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one that I love,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
The only one I dream of,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I kiss goodnight,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
Ain't nothing better,Verse 2,Shania Twain,You’re Still the One,Shania Twain,355783
We beat the odds together,Verse 2,Shania Twain,You’re Still the One,Shania Twain,355783
I'm glad we didn't listen,Verse 2,Shania Twain,You’re Still the One,Shania Twain,355783
Look at what we would be missing,Verse 2,Shania Twain,You’re Still the One,Shania Twain,355783
"They said, “I bet they'll never make it”",Pre-Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
But just look at us holding on,Pre-Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
"We're still together, still going strong",Pre-Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
(You're still the one),Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I run to,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
The one that I belong to,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I want for life,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
(You're still the one),Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one that I love,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
The only one I dream of,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I kiss goodnight,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
"(Yeah, you're still the one)",Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I run to,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
The one that I belong to,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I want for life,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
"(Ooh, you're still the one)",Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one that I love,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
The only one I dream of,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
You're still the one I kiss goodnight,Chorus,Shania Twain,You’re Still the One,Shania Twain,355783
I'm so glad we made it,Outro,Shania Twain,You’re Still the One,Shania Twain,355783
Look how far we've come my baby,Outro,Shania Twain,You’re Still the One,Shania Twain,355783
"Well, I was born in the heart of a hurricane season",Verse 1,Sugarland,Hello,Sugarland,445089
In the house where my mama was raised,Verse 1,Sugarland,Hello,Sugarland,445089
That old September wind feels just like a long lost friend,Verse 1,Sugarland,Hello,Sugarland,445089
And I,Verse 1,Sugarland,Hello,Sugarland,445089
I wanna run through those cottonwood trees,Chorus,Sugarland,Hello,Sugarland,445089
Fall asleep in a big bed of fresh fallen leaves,Chorus,Sugarland,Hello,Sugarland,445089
"And in every wind that blows, there's a song of letting go",Chorus,Sugarland,Hello,Sugarland,445089
"It's not goodbye, it's hello",Chorus,Sugarland,Hello,Sugarland,445089
Ooh,Chorus,Sugarland,Hello,Sugarland,445089
When we met underneath the blue skies of summer,Verse 2,Sugarland,Hello,Sugarland,445089
And those summer skies turned into fall,Verse 2,Sugarland,Hello,Sugarland,445089
That sweet September wind made us so much more than friends,Verse 2,Sugarland,Hello,Sugarland,445089
One night,Verse 2,Sugarland,Hello,Sugarland,445089
And we ran through those cottonwood trees,Chorus,Sugarland,Hello,Sugarland,445089
We made love in a big bed of fresh fallen leaves,Chorus,Sugarland,Hello,Sugarland,445089
"And in every wind that blows, there's an innocence that knows",Chorus,Sugarland,Hello,Sugarland,445089
"It's not goodbye, it's hello",Chorus,Sugarland,Hello,Sugarland,445089
In the moment that one thing ends (Moment that one thing ends),Bridge,Sugarland,Hello,Sugarland,445089
Is the same time that one begins (Same time that one begins),Bridge,Sugarland,Hello,Sugarland,445089
And return as we must,Bridge,Sugarland,Hello,Sugarland,445089
"We are ashes to dust, Amen",Bridge,Sugarland,Hello,Sugarland,445089
When the days of my youth have all faded,Verse 3,Sugarland,Hello,Sugarland,445089
And the memories are all that remain,Verse 3,Sugarland,Hello,Sugarland,445089
Let that old September wind take me back to where I've been,Verse 3,Sugarland,Hello,Sugarland,445089
So I,Verse 3,Sugarland,Hello,Sugarland,445089
I can run through those cottonwood trees,Chorus,Sugarland,Hello,Sugarland,445089
And remember the smell of those fresh fallen leaves,Chorus,Sugarland,Hello,Sugarland,445089
"Now in every wind that blows, there's a part of me that knows",Chorus,Sugarland,Hello,Sugarland,445089
"It's not goodbye, it's hello",Chorus,Sugarland,Hello,Sugarland,445089
I took my love and I took it down,Verse 1,The Chicks,Landslide,The Chicks,610393
I climbed a mountain and I turned around,Verse 1,The Chicks,Landslide,The Chicks,610393
And I saw my reflection in the snow-covered hills,Verse 1,The Chicks,Landslide,The Chicks,610393
"Well, the landslide brought me down",Verse 1,The Chicks,Landslide,The Chicks,610393
"Oh, mirror in the sky, what is love?",Verse 2,The Chicks,Landslide,The Chicks,610393
Can the child within my heart rise above?,Verse 2,The Chicks,Landslide,The Chicks,610393
Can I sail through the changing ocean tides?,Verse 2,The Chicks,Landslide,The Chicks,610393
Can I handle the seasons of my life?,Verse 2,The Chicks,Landslide,The Chicks,610393
"Well, I've been afraid of changing",Chorus,The Chicks,Landslide,The Chicks,610393
'Cause I built my life around you,Chorus,The Chicks,Landslide,The Chicks,610393
But time makes you bolder,Chorus,The Chicks,Landslide,The Chicks,610393
Children get older,Chorus,The Chicks,Landslide,The Chicks,610393
"I'm getting older, too",Chorus,The Chicks,Landslide,The Chicks,610393
Well,Chorus,The Chicks,Landslide,The Chicks,610393
"Well, I've been afraid of changing",Chorus,The Chicks,Landslide,The Chicks,610393
'Cause I built my life around you,Chorus,The Chicks,Landslide,The Chicks,610393
But time makes you bolder,Chorus,The Chicks,Landslide,The Chicks,610393
Children get older,Chorus,The Chicks,Landslide,The Chicks,610393
"I'm getting older, too",Chorus,The Chicks,Landslide,The Chicks,610393
"Well, I'm getting older, too",Chorus,The Chicks,Landslide,The Chicks,610393
"So, take this love and take it down",Verse 3,The Chicks,Landslide,The Chicks,610393
"Yeah, and if you climb a mountain and you turn around",Verse 3,The Chicks,Landslide,The Chicks,610393
And if you see my reflection in the snow-covered hills,Verse 3,The Chicks,Landslide,The Chicks,610393
"Well, the landslide brought me down",Verse 3,The Chicks,Landslide,The Chicks,610393
And if you see my reflection in the snow-covered hills,Verse 3,The Chicks,Landslide,The Chicks,610393
"Well, maybe",Outro,The Chicks,Landslide,The Chicks,610393
"Well, maybe",Outro,The Chicks,Landslide,The Chicks,610393
"Well, maybe",Outro,The Chicks,Landslide,The Chicks,610393
Landslide will bring you down,Outro,The Chicks,Landslide,The Chicks,610393
Up in the mornin I'll be your coffee cup,Verse 1,Sugarland,Every Girl Like Me,Sugarland,445563
If you drink me down I will fill you up again,Verse 1,Sugarland,Every Girl Like Me,Sugarland,445563
And if you don't think that's enough....,Verse 1,Sugarland,Every Girl Like Me,Sugarland,445563
I'll be the prize on the back of the cereal box,Verse 1,Sugarland,Every Girl Like Me,Sugarland,445563
And the key that you found that you thought that you lost and,Verse 1,Sugarland,Every Girl Like Me,Sugarland,445563
I'll be the why to your because,Verse 1,Sugarland,Every Girl Like Me,Sugarland,445563
"Because I, I, I am not perfect",Chorus,Sugarland,Every Girl Like Me,Sugarland,445563
